0		264
1		264
2		264
3		264
4		264
5		268
6		268
7		269
8		270
9		271
10		271
11		271
12		272
13		272
14		273
15		273
16		274
17		274
18		275
19		276
20		276
21		276
22		271
23		270
24		270
25		270
26		270
27		270
28		270
29		271
30		271
31		271
32		271
33		271
34		271
35		271
36		271
37		271
38		271
39		272
40		272
41		272
42		272
43		272
44		272
45		271
46		271
47		271
48		271
49		271
50		271
51		272
52		272
53		272
54		272
55		272
56		271
57		271
58		271
59		271
60		271
61		271
62		271
63		271
64		271
65		271
66		270
67		270
68		271
69		271
70		271
71		271
72		271
73		271
74		271
75		271
76		271
77		271
78		272
79		272
80		272
81		271
82		271
83		271
84		272
85		272
86		272
87		271
88		271
89		271
90		271
91		272
92		271
93		271
94		271
95		271
96		271
97		272
98		271
99		271
100		271
101		271
102		271
103		272
104		272
105		272
106		272
107		271
108		271
109		271
110		272
111		272
112		272
113		272
114		277
115		277
116		278
117		272
118		277
119		278
120		278
121		277
122		278
123		279
124		280
125		278
126		280
127		280
128		279
129		280
130		280
131		280
132		281
133		280
134		280
135		280
136		280
137		280
138		280
139		275
140		278
141		279
142		272
143		272
144		271
145		271
146		271
147		271
148		271
149		271
150		271
151		271
152		271
153		270
154		272
155		272
156		274
157		274
158		278
159		277
160		278
161		277
162		277
163		277
164		276
165		276
166		275
167		274
168		273
169		271
170		269
171		266
172		265
173		265
174		265
175		265
176		264
177		264
178		264
179		264
180		264
181		263
182		263
183		263
184		263
185		262
186		262
187		262
188		262
189		261
190		261
191		261
192		261
193		261
194		260
195		260
196		260
197		260
198		259
199		259
200		259
201		258
202		258
203		258
204		257
205		257
206		257
207		256
208		256
209		255
210		255
211		255
212		254
213		254
214		253
215		253
216		252
217		251
218		251
219		251
220		250
221		249
222		249
223		248
224		247
225		246
226		245
227		244
228		243
229		242
230		231
231		231
232		230
233		231
234		231
235		231
236		230
237		231
238		231
239		231
240		231
241		231
242		232
243		231
244		231
245		257
246		257
247		257
248		257
249		257
250		257
251		257
252		257
253		257
254		257
255		257
256		257
257		257
258		257
259		257
260		257
261		258
262		257
263		257
264		257
265		257
266		257
267		257
268		257
269		258
270		258
271		256
272		257
273		257
274		249
275		249
276		250
277		250
278		249
279		249
280		249
281		250
282		250
283		251
284		252
285		257
286		257
287		257
288		257
289		228
290		227
291		228
292		228
293		228
294		228
295		228
296		228
297		228
298		229
299		229
300		229
301		229
302		236
303		238
304		239
305		241
306		242
307		244
308		245
309		246
310		246
311		245
312		247
313		248
314		248
315		249
316		250
317		251
318		251
319		252
320		252
321		252
322		253
323		253
324		254
325		254
326		255
327		255
328		256
329		255
330		255
331		257
332		256
333		257
334		257
335		258
336		258
337		258
338		258
339		259
340		259
341		259
342		259
343		260
344		260
345		260
346		260
347		261
348		261
349		261
350		261
351		261
352		262
353		262
354		262
355		262
356		263
357		263
358		263
359		263
